SpineBase:6.185837,-1.405172,25.49864,0,0,0|SpineMid:6.0165,1.552524,25.63705,0,0,0|Neck:5.822181,4.426625,25.65211,0,0,0|Head:5.521405,5.938458,25.38957,0,0,0|ShoulderLeft:4.303239,3.483463,26.31622,0,0,0|ElbowLeft:3.948079,1.455235,26.48213,0,0,0|WristLeft:5.294214,1.830875,24.00098,0,0,0|HandLeft:5.819364,1.843452,23.26439,0,0,0|ShoulderRight:7.413491,3.518927,25.13581,0,0,0|ElbowRight:8.291508,1.651822,24.81286,0,0,0|WristRight:6.569409,1.52369,23.56319,0,0,0|HandRight:6.050277,1.708584,23.30087,0,0,0|HipLeft:5.408711,-1.414538,25.34264,0,0,0|KneeLeft:5.738385,-5.673031,25.23087,0,0,0|AnkleLeft:5.784904,-9.216499,25.35582,0,0,0|FootLeft:5.333766,-9.554098,23.96776,0,0,0|HipRight:6.791358,-1.356614,24.94817,0,0,0|KneeRight:7.357237,-5.844595,24.81681,0,0,0|AnkleRight:7.885894,-9.231476,24.87161,0,0,0|FootRight:8.078441,-9.980305,24.07354,0,0,0|SpineShoulder:5.875425,3.719589,25.67067,0,0,0|HandTipLeft:5.98264,1.747448,23.06675,0,0,0|ThumbLeft:5.617349,1.620979,22.924,0,0,0|HandTipRight:5.629841,1.75467,23.05466,0,0,0|ThumbRight:5.861156,2.11106,23.181,0,0,0|
SpineBase:6.316041,-1.583831,24.18763,0,0,0|SpineMid:6.279852,1.384442,24.10487,0,0,0|Neck:6.175533,4.308305,23.89768,0,0,0|Head:6.173291,5.707635,23.63621,0,0,0|ShoulderLeft:4.643269,3.787129,23.89004,0,0,0|ElbowLeft:3.389846,2.337954,22.63236,0,0,0|WristLeft:4.876389,2.724951,21.19727,0,0,0|HandLeft:5.705657,2.953667,20.58673,0,0,0|ShoulderRight:7.937557,3.450405,23.63939,0,0,0|ElbowRight:8.88846,1.737379,22.79741,0,0,0|WristRight:7.049757,1.583042,21.70433,0,0,0|HandRight:6.340111,1.881841,21.66776,0,0,0|HipLeft:5.453114,-1.566843,23.98704,0,0,0|KneeLeft:5.427086,-5.764441,23.84991,0,0,0|AnkleLeft:5.602183,-9.410964,24.72159,0,0,0|FootLeft:5.470999,-9.758969,23.27828,0,0,0|HipRight:6.98946,-1.557207,23.69323,0,0,0|KneeRight:7.454594,-5.301848,22.03279,0,0,0|AnkleRight:8.050958,-8.927881,21.43956,0,0,0|FootRight:7.87709,-9.270508,20.01117,0,0,0|SpineShoulder:6.210413,3.586559,23.96999,0,0,0|HandTipLeft:6.210668,3.007151,20.45362,0,0,0|ThumbLeft:5.615567,2.771677,20.23931,0,0,0|HandTipRight:5.903292,1.727863,21.50998,0,0,0|ThumbRight:5.99476,2.158957,21.73182,0,0,0|
SpineBase:6.24604,-1.385244,24.31075,0,0,0|SpineMid:6.237446,1.498443,24.17882,0,0,0|Neck:6.160603,4.353799,23.9449,0,0,0|Head:6.033542,5.831939,23.73946,0,0,0|ShoulderLeft:4.548927,3.867216,24.01005,0,0,0|ElbowLeft:3.142932,2.530961,22.63118,0,0,0|WristLeft:4.64746,2.460706,20.98942,0,0,0|HandLeft:5.165491,2.306681,20.46946,0,0,0|ShoulderRight:7.786114,3.552922,23.64321,0,0,0|ElbowRight:8.807999,1.864402,22.89801,0,0,0|WristRight:6.860615,2.038212,22.06505,0,0,0|HandRight:5.222211,2.295424,20.44925,0,0,0|HipLeft:5.401204,-1.38418,24.10874,0,0,0|KneeLeft:5.458879,-5.625702,24.10041,0,0,0|AnkleLeft:5.664732,-9.353922,24.96244,0,0,0|FootLeft:5.491079,-9.709352,23.52395,0,0,0|HipRight:6.906726,-1.346493,23.81575,0,0,0|KneeRight:7.411237,-5.337587,22.24983,0,0,0|AnkleRight:8.10568,-8.978855,21.65906,0,0,0|FootRight:7.889867,-9.327652,20.23579,0,0,0|SpineShoulder:6.186759,3.648145,24.02276,0,0,0|HandTipLeft:5.617684,2.158907,20.22435,0,0,0|ThumbLeft:5.232634,1.988636,20.159,0,0,0|HandTipRight:4.799957,2.338393,20.48805,0,0,0|ThumbRight:4.667177,2.426292,20.49,0,0,0|
SpineBase:6.24604,-1.385244,24.31075,0,0,0|SpineMid:6.237446,1.498443,24.17882,0,0,0|Neck:6.160603,4.353799,23.9449,0,0,0|Head:6.033542,5.831939,23.73946,0,0,0|ShoulderLeft:4.548927,3.867216,24.01005,0,0,0|ElbowLeft:3.142932,2.530961,22.63118,0,0,0|WristLeft:4.64746,2.460706,20.98942,0,0,0|HandLeft:5.165491,2.306681,20.46946,0,0,0|ShoulderRight:7.786114,3.552922,23.64321,0,0,0|ElbowRight:8.807999,1.864402,22.89801,0,0,0|WristRight:6.860615,2.038212,22.06505,0,0,0|HandRight:5.222211,2.295424,20.44925,0,0,0|HipLeft:5.401204,-1.38418,24.10874,0,0,0|KneeLeft:5.458879,-5.625702,24.10041,0,0,0|AnkleLeft:5.664732,-9.353922,24.96244,0,0,0|FootLeft:5.491079,-9.709352,23.52395,0,0,0|HipRight:6.906726,-1.346493,23.81575,0,0,0|KneeRight:7.411237,-5.337587,22.24983,0,0,0|AnkleRight:8.10568,-8.978855,21.65906,0,0,0|FootRight:7.889867,-9.327652,20.23579,0,0,0|SpineShoulder:6.186759,3.648145,24.02276,0,0,0|HandTipLeft:5.617684,2.158907,20.22435,0,0,0|ThumbLeft:5.232634,1.988636,20.159,0,0,0|HandTipRight:4.799957,2.338393,20.48805,0,0,0|ThumbRight:4.667177,2.426292,20.49,0,0,0|
SpineBase:6.224557,-1.321591,24.3512,0,0,0|SpineMid:6.231879,1.527304,24.19842,0,0,0|Neck:6.1658,4.353936,23.94764,0,0,0|Head:5.983562,5.88608,23.78391,0,0,0|ShoulderLeft:4.466068,3.842621,24.06393,0,0,0|ElbowLeft:2.878089,2.583326,22.88087,0,0,0|WristLeft:4.432697,2.079183,21.24518,0,0,0|HandLeft:4.907591,1.995633,20.66282,0,0,0|ShoulderRight:7.732027,3.577202,23.644,0,0,0|ElbowRight:8.76525,1.876519,22.9071,0,0,0|WristRight:6.802399,2.123633,22.17082,0,0,0|HandRight:5.038886,1.95113,20.60482,0,0,0|HipLeft:5.382181,-1.326526,24.15041,0,0,0|KneeLeft:5.473747,-5.599189,24.169,0,0,0|AnkleLeft:5.674352,-9.343173,24.98919,0,0,0|FootLeft:5.482813,-9.70174,23.55362,0,0,0|HipRight:6.885184,-1.279549,23.85122,0,0,0|KneeRight:7.387305,-5.359779,22.30841,0,0,0|AnkleRight:8.146461,-9.034212,21.96971,0,0,0|FootRight:8.084637,-9.770637,21.09518,0,0,0|SpineShoulder:6.190283,3.651921,24.02754,0,0,0|HandTipLeft:5.356708,1.769396,20.41584,0,0,0|ThumbLeft:4.814707,1.805294,20.28143,0,0,0|HandTipRight:4.632214,1.986367,20.57489,0,0,0|ThumbRight:4.611061,2.254328,20.772,0,0,0|
SpineBase:6.224557,-1.321591,24.3512,0,0,0|SpineMid:6.231879,1.527304,24.19842,0,0,0|Neck:6.1658,4.353936,23.94764,0,0,0|Head:5.983562,5.88608,23.78391,0,0,0|ShoulderLeft:4.466068,3.842621,24.06393,0,0,0|ElbowLeft:2.878089,2.583326,22.88087,0,0,0|WristLeft:4.432697,2.079183,21.24518,0,0,0|HandLeft:4.907591,1.995633,20.66282,0,0,0|ShoulderRight:7.732027,3.577202,23.644,0,0,0|ElbowRight:8.76525,1.876519,22.9071,0,0,0|WristRight:6.802399,2.123633,22.17082,0,0,0|HandRight:5.038886,1.95113,20.60482,0,0,0|HipLeft:5.382181,-1.326526,24.15041,0,0,0|KneeLeft:5.473747,-5.599189,24.169,0,0,0|AnkleLeft:5.674352,-9.343173,24.98919,0,0,0|FootLeft:5.482813,-9.70174,23.55362,0,0,0|HipRight:6.885184,-1.279549,23.85122,0,0,0|KneeRight:7.387305,-5.359779,22.30841,0,0,0|AnkleRight:8.146461,-9.034212,21.96971,0,0,0|FootRight:8.084637,-9.770637,21.09518,0,0,0|SpineShoulder:6.190283,3.651921,24.02754,0,0,0|HandTipLeft:5.356708,1.769396,20.41584,0,0,0|ThumbLeft:4.814707,1.805294,20.28143,0,0,0|HandTipRight:4.632214,1.986367,20.57489,0,0,0|ThumbRight:4.611061,2.254328,20.772,0,0,0|
SpineBase:6.224557,-1.321591,24.3512,0,0,0|SpineMid:6.231879,1.527304,24.19842,0,0,0|Neck:6.1658,4.353936,23.94764,0,0,0|Head:5.983562,5.88608,23.78391,0,0,0|ShoulderLeft:4.466068,3.842621,24.06393,0,0,0|ElbowLeft:2.878089,2.583326,22.88087,0,0,0|WristLeft:4.432697,2.079183,21.24518,0,0,0|HandLeft:4.907591,1.995633,20.66282,0,0,0|ShoulderRight:7.732027,3.577202,23.644,0,0,0|ElbowRight:8.76525,1.876519,22.9071,0,0,0|WristRight:6.802399,2.123633,22.17082,0,0,0|HandRight:5.038886,1.95113,20.60482,0,0,0|HipLeft:5.382181,-1.326526,24.15041,0,0,0|KneeLeft:5.473747,-5.599189,24.169,0,0,0|AnkleLeft:5.674352,-9.343173,24.98919,0,0,0|FootLeft:5.482813,-9.70174,23.55362,0,0,0|HipRight:6.885184,-1.279549,23.85122,0,0,0|KneeRight:7.387305,-5.359779,22.30841,0,0,0|AnkleRight:8.146461,-9.034212,21.96971,0,0,0|FootRight:8.084637,-9.770637,21.09518,0,0,0|SpineShoulder:6.190283,3.651921,24.02754,0,0,0|HandTipLeft:5.356708,1.769396,20.41584,0,0,0|ThumbLeft:4.814707,1.805294,20.28143,0,0,0|HandTipRight:4.632214,1.986367,20.57489,0,0,0|ThumbRight:4.611061,2.254328,20.772,0,0,0|
SpineBase:6.211195,-1.302764,24.38413,0,0,0|SpineMid:6.163139,1.60765,24.27557,0,0,0|Neck:6.064171,4.458174,24.04548,0,0,0|Head:5.956449,5.920121,23.7992,0,0,0|ShoulderLeft:4.418401,3.784607,24.21522,0,0,0|ElbowLeft:2.83128,2.410558,23.41391,0,0,0|WristLeft:4.180507,1.72295,21.80763,0,0,0|HandLeft:4.760354,1.447253,21.2936,0,0,0|ShoulderRight:7.711401,3.576253,23.63848,0,0,0|ElbowRight:8.552375,1.780961,22.89485,0,0,0|WristRight:6.230108,2.693301,22.1778,0,0,0|HandRight:4.767706,1.547851,21.30944,0,0,0|HipLeft:5.371993,-1.309872,24.19792,0,0,0|KneeLeft:5.504615,-5.589861,24.24913,0,0,0|AnkleLeft:5.717282,-9.328259,25.06148,0,0,0|FootLeft:5.475291,-9.684258,23.63105,0,0,0|HipRight:6.870054,-1.258748,23.87117,0,0,0|KneeRight:7.192518,-5.359747,22.52587,0,0,0|AnkleRight:7.973311,-9.118511,22.69452,0,0,0|FootRight:7.695544,-9.469778,21.27624,0,0,0|SpineShoulder:6.093962,3.756774,24.12498,0,0,0|HandTipLeft:5.15987,1.221228,21.07755,0,0,0|ThumbLeft:4.678669,1.177327,21.0156,0,0,0|HandTipRight:4.467526,1.496431,21.25429,0,0,0|ThumbRight:4.334938,1.877045,21.515,0,0,0|
SpineBase:6.211195,-1.302764,24.38413,0,0,0|SpineMid:6.163139,1.60765,24.27557,0,0,0|Neck:6.064171,4.458174,24.04548,0,0,0|Head:5.956449,5.920121,23.7992,0,0,0|ShoulderLeft:4.418401,3.784607,24.21522,0,0,0|ElbowLeft:2.83128,2.410558,23.41391,0,0,0|WristLeft:4.180507,1.72295,21.80763,0,0,0|HandLeft:4.760354,1.447253,21.2936,0,0,0|ShoulderRight:7.711401,3.576253,23.63848,0,0,0|ElbowRight:8.552375,1.780961,22.89485,0,0,0|WristRight:6.230108,2.693301,22.1778,0,0,0|HandRight:4.767706,1.547851,21.30944,0,0,0|HipLeft:5.371993,-1.309872,24.19792,0,0,0|KneeLeft:5.504615,-5.589861,24.24913,0,0,0|AnkleLeft:5.717282,-9.328259,25.06148,0,0,0|FootLeft:5.475291,-9.684258,23.63105,0,0,0|HipRight:6.870054,-1.258748,23.87117,0,0,0|KneeRight:7.192518,-5.359747,22.52587,0,0,0|AnkleRight:7.973311,-9.118511,22.69452,0,0,0|FootRight:7.695544,-9.469778,21.27624,0,0,0|SpineShoulder:6.093962,3.756774,24.12498,0,0,0|HandTipLeft:5.15987,1.221228,21.07755,0,0,0|ThumbLeft:4.678669,1.177327,21.0156,0,0,0|HandTipRight:4.467526,1.496431,21.25429,0,0,0|ThumbRight:4.334938,1.877045,21.515,0,0,0|
SpineBase:6.211195,-1.302764,24.38413,0,0,0|SpineMid:6.163139,1.60765,24.27557,0,0,0|Neck:6.064171,4.458174,24.04548,0,0,0|Head:5.956449,5.920121,23.7992,0,0,0|ShoulderLeft:4.418401,3.784607,24.21522,0,0,0|ElbowLeft:2.83128,2.410558,23.41391,0,0,0|WristLeft:4.180507,1.72295,21.80763,0,0,0|HandLeft:4.760354,1.447253,21.2936,0,0,0|ShoulderRight:7.711401,3.576253,23.63848,0,0,0|ElbowRight:8.552375,1.780961,22.89485,0,0,0|WristRight:6.230108,2.693301,22.1778,0,0,0|HandRight:4.767706,1.547851,21.30944,0,0,0|HipLeft:5.371993,-1.309872,24.19792,0,0,0|KneeLeft:5.504615,-5.589861,24.24913,0,0,0|AnkleLeft:5.717282,-9.328259,25.06148,0,0,0|FootLeft:5.475291,-9.684258,23.63105,0,0,0|HipRight:6.870054,-1.258748,23.87117,0,0,0|KneeRight:7.192518,-5.359747,22.52587,0,0,0|AnkleRight:7.973311,-9.118511,22.69452,0,0,0|FootRight:7.695544,-9.469778,21.27624,0,0,0|SpineShoulder:6.093962,3.756774,24.12498,0,0,0|HandTipLeft:5.15987,1.221228,21.07755,0,0,0|ThumbLeft:4.678669,1.177327,21.0156,0,0,0|HandTipRight:4.467526,1.496431,21.25429,0,0,0|ThumbRight:4.334938,1.877045,21.515,0,0,0|
SpineBase:6.201818,-1.35474,24.3921,0,0,0|SpineMid:6.157078,1.579173,24.27898,0,0,0|Neck:6.067175,4.433608,24.04452,0,0,0|Head:5.943672,5.906036,23.7781,0,0,0|ShoulderLeft:4.384962,3.611912,24.40137,0,0,0|ElbowLeft:2.925913,1.917907,24.18758,0,0,0|WristLeft:4.274335,1.431159,22.50251,0,0,0|HandLeft:4.916089,1.220209,21.95373,0,0,0|ShoulderRight:7.580991,3.447371,23.56158,0,0,0|ElbowRight:8.296724,1.607939,22.83072,0,0,0|WristRight:6.385284,2.538297,22.1401,0,0,0|HandRight:5.74682,2.904408,21.8926,0,0,0|HipLeft:5.370788,-1.365291,24.21693,0,0,0|KneeLeft:5.518512,-5.720469,24.29944,0,0,0|AnkleLeft:5.726758,-9.324672,25.0645,0,0,0|FootLeft:5.393393,-9.683799,23.65319,0,0,0|HipRight:6.853264,-1.30794,23.86701,0,0,0|KneeRight:7.112584,-5.666248,22.74707,0,0,0|AnkleRight:7.801376,-9.273951,23.33703,0,0,0|FootRight:7.951222,-9.98135,22.46598,0,0,0|SpineShoulder:6.094665,3.731975,24.12532,0,0,0|HandTipLeft:5.282077,1.032501,21.72493,0,0,0|ThumbLeft:4.778408,0.9935701,21.66136,0,0,0|HandTipRight:5.252111,3.244726,21.76907,0,0,0|ThumbRight:5.369745,2.867725,21.74,0,0,0|
SpineBase:6.201818,-1.35474,24.3921,0,0,0|SpineMid:6.157078,1.579173,24.27898,0,0,0|Neck:6.067175,4.433608,24.04452,0,0,0|Head:5.943672,5.906036,23.7781,0,0,0|ShoulderLeft:4.384962,3.611912,24.40137,0,0,0|ElbowLeft:2.925913,1.917907,24.18758,0,0,0|WristLeft:4.274335,1.431159,22.50251,0,0,0|HandLeft:4.916089,1.220209,21.95373,0,0,0|ShoulderRight:7.580991,3.447371,23.56158,0,0,0|ElbowRight:8.296724,1.607939,22.83072,0,0,0|WristRight:6.385284,2.538297,22.1401,0,0,0|HandRight:5.74682,2.904408,21.8926,0,0,0|HipLeft:5.370788,-1.365291,24.21693,0,0,0|KneeLeft:5.518512,-5.720469,24.29944,0,0,0|AnkleLeft:5.726758,-9.324672,25.0645,0,0,0|FootLeft:5.393393,-9.683799,23.65319,0,0,0|HipRight:6.853264,-1.30794,23.86701,0,0,0|KneeRight:7.112584,-5.666248,22.74707,0,0,0|AnkleRight:7.801376,-9.273951,23.33703,0,0,0|FootRight:7.951222,-9.98135,22.46598,0,0,0|SpineShoulder:6.094665,3.731975,24.12532,0,0,0|HandTipLeft:5.282077,1.032501,21.72493,0,0,0|ThumbLeft:4.778408,0.9935701,21.66136,0,0,0|HandTipRight:5.252111,3.244726,21.76907,0,0,0|ThumbRight:5.369745,2.867725,21.74,0,0,0|
SpineBase:6.205825,-1.427593,24.38391,0,0,0|SpineMid:6.160553,1.540553,24.26736,0,0,0|Neck:6.073394,4.413983,24.03038,0,0,0|Head:5.941354,5.874334,23.73858,0,0,0|ShoulderLeft:4.448514,3.573356,24.53121,0,0,0|ElbowLeft:3.437698,1.736186,24.56914,0,0,0|WristLeft:4.571245,1.35268,22.52744,0,0,0|HandLeft:5.192608,1.265296,22.21958,0,0,0|ShoulderRight:7.590305,3.442945,23.55306,0,0,0|ElbowRight:8.177658,1.57253,22.7674,0,0,0|WristRight:5.53704,2.111245,21.92137,0,0,0|HandRight:5.521639,2.845826,21.62123,0,0,0|HipLeft:5.384781,-1.444224,24.23479,0,0,0|KneeLeft:5.47776,-5.854276,24.25567,0,0,0|AnkleLeft:5.72618,-9.323631,25.06214,0,0,0|FootLeft:5.272798,-10.15136,24.89116,0,0,0|HipRight:6.847914,-1.381241,23.8301,0,0,0|KneeRight:7.09629,-5.757354,22.82093,0,0,0|AnkleRight:7.764709,-9.282319,23.41059,0,0,0|FootRight:7.921452,-9.992233,22.5458,0,0,0|SpineShoulder:6.10043,3.708487,24.11175,0,0,0|HandTipLeft:5.526319,1.175679,22.0362,0,0,0|ThumbLeft:4.99254,1.410903,21.88305,0,0,0|HandTipRight:5.108993,3.191193,21.53367,0,0,0|ThumbRight:5.248996,2.75374,21.518,0,0,0|
SpineBase:6.205825,-1.427593,24.38391,0,0,0|SpineMid:6.160553,1.540553,24.26736,0,0,0|Neck:6.073394,4.413983,24.03038,0,0,0|Head:5.941354,5.874334,23.73858,0,0,0|ShoulderLeft:4.448514,3.573356,24.53121,0,0,0|ElbowLeft:3.437698,1.736186,24.56914,0,0,0|WristLeft:4.571245,1.35268,22.52744,0,0,0|HandLeft:5.192608,1.265296,22.21958,0,0,0|ShoulderRight:7.590305,3.442945,23.55306,0,0,0|ElbowRight:8.177658,1.57253,22.7674,0,0,0|WristRight:5.53704,2.111245,21.92137,0,0,0|HandRight:5.521639,2.845826,21.62123,0,0,0|HipLeft:5.384781,-1.444224,24.23479,0,0,0|KneeLeft:5.47776,-5.854276,24.25567,0,0,0|AnkleLeft:5.72618,-9.323631,25.06214,0,0,0|FootLeft:5.272798,-10.15136,24.89116,0,0,0|HipRight:6.847914,-1.381241,23.8301,0,0,0|KneeRight:7.09629,-5.757354,22.82093,0,0,0|AnkleRight:7.764709,-9.282319,23.41059,0,0,0|FootRight:7.921452,-9.992233,22.5458,0,0,0|SpineShoulder:6.10043,3.708487,24.11175,0,0,0|HandTipLeft:5.526319,1.175679,22.0362,0,0,0|ThumbLeft:4.99254,1.410903,21.88305,0,0,0|HandTipRight:5.108993,3.191193,21.53367,0,0,0|ThumbRight:5.248996,2.75374,21.518,0,0,0|
SpineBase:6.21809,-1.477014,24.36876,0,0,0|SpineMid:6.181611,1.476889,24.25022,0,0,0|Neck:6.108947,4.338725,24.01013,0,0,0|Head:5.930329,5.808834,23.6888,0,0,0|ShoulderLeft:4.572435,3.552014,24.63721,0,0,0|ElbowLeft:3.751138,1.650597,24.71651,0,0,0|WristLeft:4.880177,1.412226,22.93685,0,0,0|HandLeft:5.579147,1.2536,22.71086,0,0,0|ShoulderRight:7.611058,3.443586,23.51844,0,0,0|ElbowRight:7.927417,1.593918,22.50247,0,0,0|WristRight:5.777723,2.322981,21.58714,0,0,0|HandRight:5.229284,2.733252,21.42353,0,0,0|HipLeft:5.404377,-1.491317,24.23703,0,0,0|KneeLeft:5.412174,-5.883162,24.14715,0,0,0|AnkleLeft:5.663901,-9.324688,24.97652,0,0,0|FootLeft:5.229025,-9.686956,23.59649,0,0,0|HipRight:6.852526,-1.431461,23.79432,0,0,0|KneeRight:7.098361,-5.763447,22.82325,0,0,0|AnkleRight:7.760105,-9.283128,23.41372,0,0,0|FootRight:7.294502,-9.64181,22.04362,0,0,0|SpineShoulder:6.132386,3.635632,24.09228,0,0,0|HandTipLeft:5.90767,1.210122,22.46897,0,0,0|ThumbLeft:5.374098,1.801233,22.24939,0,0,0|HandTipRight:4.770833,2.990721,21.37486,0,0,0|ThumbRight:5.321714,2.396112,21.2181,0,0,0|
SpineBase:6.21809,-1.477014,24.36876,0,0,0|SpineMid:6.181611,1.476889,24.25022,0,0,0|Neck:6.108947,4.338725,24.01013,0,0,0|Head:5.930329,5.808834,23.6888,0,0,0|ShoulderLeft:4.572435,3.552014,24.63721,0,0,0|ElbowLeft:3.751138,1.650597,24.71651,0,0,0|WristLeft:4.880177,1.412226,22.93685,0,0,0|HandLeft:5.579147,1.2536,22.71086,0,0,0|ShoulderRight:7.611058,3.443586,23.51844,0,0,0|ElbowRight:7.927417,1.593918,22.50247,0,0,0|WristRight:5.777723,2.322981,21.58714,0,0,0|HandRight:5.229284,2.733252,21.42353,0,0,0|HipLeft:5.404377,-1.491317,24.23703,0,0,0|KneeLeft:5.412174,-5.883162,24.14715,0,0,0|AnkleLeft:5.663901,-9.324688,24.97652,0,0,0|FootLeft:5.229025,-9.686956,23.59649,0,0,0|HipRight:6.852526,-1.431461,23.79432,0,0,0|KneeRight:7.098361,-5.763447,22.82325,0,0,0|AnkleRight:7.760105,-9.283128,23.41372,0,0,0|FootRight:7.294502,-9.64181,22.04362,0,0,0|SpineShoulder:6.132386,3.635632,24.09228,0,0,0|HandTipLeft:5.90767,1.210122,22.46897,0,0,0|ThumbLeft:5.374098,1.801233,22.24939,0,0,0|HandTipRight:4.770833,2.990721,21.37486,0,0,0|ThumbRight:5.321714,2.396112,21.2181,0,0,0|
SpineBase:6.230939,-1.495983,24.35191,0,0,0|SpineMid:6.220813,1.440476,24.2268,0,0,0|Neck:6.191449,4.280253,23.97874,0,0,0|Head:5.90616,5.762897,23.66455,0,0,0|ShoulderLeft:4.68898,3.520774,24.73555,0,0,0|ElbowLeft:3.989558,1.574462,24.82685,0,0,0|WristLeft:5.327348,1.460088,22.55244,0,0,0|HandLeft:6.051905,1.436367,22.45744,0,0,0|ShoulderRight:7.620275,3.443396,23.39904,0,0,0|ElbowRight:7.844461,1.600759,22.33606,0,0,0|WristRight:5.691505,2.15941,21.57921,0,0,0|HandRight:5.025809,2.389396,21.44327,0,0,0|HipLeft:5.432438,-1.509532,24.21672,0,0,0|KneeLeft:5.277564,-5.845682,23.91071,0,0,0|AnkleLeft:5.619804,-9.333016,24.91413,0,0,0|FootLeft:5.107937,-9.696326,23.56459,0,0,0|HipRight:6.853742,-1.448614,23.78022,0,0,0|KneeRight:7.103152,-5.765184,22.82098,0,0,0|AnkleRight:7.757165,-9.294005,23.39455,0,0,0|FootRight:7.214153,-9.65391,22.05498,0,0,0|SpineShoulder:6.202896,3.582905,24.06286,0,0,0|HandTipLeft:6.447222,1.62193,21.54959,0,0,0|ThumbLeft:5.48601,1.957775,21.56517,0,0,0|HandTipRight:4.420581,2.73057,21.29629,0,0,0|ThumbRight:5.159336,2.248293,21.05953,0,0,0|
SpineBase:6.230939,-1.495983,24.35191,0,0,0|SpineMid:6.220813,1.440476,24.2268,0,0,0|Neck:6.191449,4.280253,23.97874,0,0,0|Head:5.90616,5.762897,23.66455,0,0,0|ShoulderLeft:4.68898,3.520774,24.73555,0,0,0|ElbowLeft:3.989558,1.574462,24.82685,0,0,0|WristLeft:5.327348,1.460088,22.55244,0,0,0|HandLeft:6.051905,1.436367,22.45744,0,0,0|ShoulderRight:7.620275,3.443396,23.39904,0,0,0|ElbowRight:7.844461,1.600759,22.33606,0,0,0|WristRight:5.691505,2.15941,21.57921,0,0,0|HandRight:5.025809,2.389396,21.44327,0,0,0|HipLeft:5.432438,-1.509532,24.21672,0,0,0|KneeLeft:5.277564,-5.845682,23.91071,0,0,0|AnkleLeft:5.619804,-9.333016,24.91413,0,0,0|FootLeft:5.107937,-9.696326,23.56459,0,0,0|HipRight:6.853742,-1.448614,23.78022,0,0,0|KneeRight:7.103152,-5.765184,22.82098,0,0,0|AnkleRight:7.757165,-9.294005,23.39455,0,0,0|FootRight:7.214153,-9.65391,22.05498,0,0,0|SpineShoulder:6.202896,3.582905,24.06286,0,0,0|HandTipLeft:6.447222,1.62193,21.54959,0,0,0|ThumbLeft:5.48601,1.957775,21.56517,0,0,0|HandTipRight:4.420581,2.73057,21.29629,0,0,0|ThumbRight:5.159336,2.248293,21.05953,0,0,0|
SpineBase:6.256676,-1.48883,24.33254,0,0,0|SpineMid:6.248479,1.45022,24.2094,0,0,0|Neck:6.215446,4.297615,23.96328,0,0,0|Head:5.834188,5.73035,23.69033,0,0,0|ShoulderLeft:4.684422,3.526476,24.74552,0,0,0|ElbowLeft:4.074655,1.521411,24.9147,0,0,0|WristLeft:5.293586,1.799561,22.36148,0,0,0|HandLeft:5.826279,1.754917,21.47028,0,0,0|ShoulderRight:7.536126,3.486924,23.16229,0,0,0|ElbowRight:7.703673,1.769018,21.87379,0,0,0|WristRight:5.641542,1.90348,21.53462,0,0,0|HandRight:4.628463,1.954705,21.42012,0,0,0|HipLeft:5.486947,-1.499737,24.24547,0,0,0|KneeLeft:4.886289,-5.568243,23.49177,0,0,0|AnkleLeft:5.333405,-9.245474,24.69745,0,0,0|FootLeft:4.745643,-9.611385,23.38614,0,0,0|HipRight:6.866148,-1.436789,23.68909,0,0,0|KneeRight:7.146874,-5.627713,22.77527,0,0,0|AnkleRight:7.749771,-9.307598,23.33577,0,0,0|FootRight:7.127772,-9.669827,22.03523,0,0,0|SpineShoulder:6.228548,3.598055,24.04693,0,0,0|HandTipLeft:6.334377,1.708504,21.26121,0,0,0|ThumbLeft:5.049443,1.860556,21.18286,0,0,0|HandTipRight:4.010916,2.06209,21.3662,0,0,0|ThumbRight:4.314375,1.804137,21.11739,0,0,0|
SpineBase:6.256676,-1.48883,24.33254,0,0,0|SpineMid:6.248479,1.45022,24.2094,0,0,0|Neck:6.215446,4.297615,23.96328,0,0,0|Head:5.834188,5.73035,23.69033,0,0,0|ShoulderLeft:4.684422,3.526476,24.74552,0,0,0|ElbowLeft:4.074655,1.521411,24.9147,0,0,0|WristLeft:5.293586,1.799561,22.36148,0,0,0|HandLeft:5.826279,1.754917,21.47028,0,0,0|ShoulderRight:7.536126,3.486924,23.16229,0,0,0|ElbowRight:7.703673,1.769018,21.87379,0,0,0|WristRight:5.641542,1.90348,21.53462,0,0,0|HandRight:4.628463,1.954705,21.42012,0,0,0|HipLeft:5.486947,-1.499737,24.24547,0,0,0|KneeLeft:4.886289,-5.568243,23.49177,0,0,0|AnkleLeft:5.333405,-9.245474,24.69745,0,0,0|FootLeft:4.745643,-9.611385,23.38614,0,0,0|HipRight:6.866148,-1.436789,23.68909,0,0,0|KneeRight:7.146874,-5.627713,22.77527,0,0,0|AnkleRight:7.749771,-9.307598,23.33577,0,0,0|FootRight:7.127772,-9.669827,22.03523,0,0,0|SpineShoulder:6.228548,3.598055,24.04693,0,0,0|HandTipLeft:6.334377,1.708504,21.26121,0,0,0|ThumbLeft:5.049443,1.860556,21.18286,0,0,0|HandTipRight:4.010916,2.06209,21.3662,0,0,0|ThumbRight:4.314375,1.804137,21.11739,0,0,0|
