SpineBase:-5.191155,-3.497181,24.86474,0,0,0|SpineMid:-5.6145,-0.5700053,25.47195,0,0,0|Neck:-6.000458,2.225456,25.90307,0,0,0|Head:-5.465246,3.538002,25.69328,0,0,0|ShoulderLeft:-6.427669,1.426952,24.56529,0,0,0|ElbowLeft:-6.354913,0.3617737,22.38191,0,0,0|WristLeft:-4.487772,-0.6452508,22.32536,0,0,0|HandLeft:-4.086548,-0.9725144,22.66088,0,0,0|ShoulderRight:-4.339924,0.1388128,25.95489,0,0,0|ElbowRight:-2.331783,-0.1751022,25.17159,0,0,0|WristRight:-4.07404,0.6781129,24.29856,0,0,0|HandRight:-4.555398,1.107025,23.75609,0,0,0|HipLeft:-5.665262,-3.278661,24.14951,0,0,0|KneeLeft:-5.401865,-6.503532,23.58187,0,0,0|AnkleLeft:-5.613442,-9.566725,24.51086,0,0,0|FootLeft:-4.821006,-9.818328,23.41713,0,0,0|HipRight:-4.555214,-3.631285,24.8924,0,0,0|KneeRight:-3.411785,-6.255577,24.14696,0,0,0|AnkleRight:-3.312403,-9.323682,24.44201,0,0,0|FootRight:-2.548346,-9.57597,23.34286,0,0,0|SpineShoulder:-5.91058,1.543601,25.82354,0,0,0|HandTipLeft:-3.681005,-1.314222,22.70409,0,0,0|ThumbLeft:-4.028966,-1.29926,22.82572,0,0,0|HandTipRight:-5.094128,1.334963,23.4495,0,0,0|ThumbRight:-4.669063,1.190885,23.222,0,0,0|
SpineBase:-4.353339,-3.649544,24.67245,0,0,0|SpineMid:-4.973897,-0.5043005,25.17879,0,0,0|Neck:-5.526147,2.493363,25.54136,0,0,0|Head:-5.06548,3.737455,25.48394,0,0,0|ShoulderLeft:-6.282771,1.186746,23.85458,0,0,0|ElbowLeft:-4.461559,0.970389,22.28796,0,0,0|WristLeft:-2.439531,0.5988486,22.67895,0,0,0|HandLeft:-2.168746,0.4796965,22.92029,0,0,0|ShoulderRight:-3.728971,0.959953,25.58515,0,0,0|ElbowRight:-2.304881,-0.5781037,25.09041,0,0,0|WristRight:-4.079095,0.3069164,24.33371,0,0,0|HandRight:-4.757789,0.1070742,23.66188,0,0,0|HipLeft:-4.968243,-3.571532,23.97322,0,0,0|KneeLeft:-4.922894,-6.604649,23.60207,0,0,0|AnkleLeft:-5.974001,-9.563828,24.2974,0,0,0|FootLeft:-5.284683,-9.811502,23.11683,0,0,0|HipRight:-3.633088,-3.610479,24.69067,0,0,0|KneeRight:-3.05663,-6.322431,24.29299,0,0,0|AnkleRight:-3.343103,-9.418923,24.56841,0,0,0|FootRight:-2.781324,-10.09112,24.11381,0,0,0|SpineShoulder:-5.389133,1.763042,25.47385,0,0,0|HandTipLeft:-1.802197,0.3590228,22.91776,0,0,0|ThumbLeft:-2.27092,0.2833274,23.022,0,0,0|HandTipRight:-5.232864,0.6872981,22.84488,0,0,0|ThumbRight:-4.051877,0.3947072,23.20452,0,0,0|
SpineBase:-4.353339,-3.649544,24.67245,0,0,0|SpineMid:-4.973897,-0.5043005,25.17879,0,0,0|Neck:-5.526147,2.493363,25.54136,0,0,0|Head:-5.06548,3.737455,25.48394,0,0,0|ShoulderLeft:-6.282771,1.186746,23.85458,0,0,0|ElbowLeft:-4.461559,0.970389,22.28796,0,0,0|WristLeft:-2.439531,0.5988486,22.67895,0,0,0|HandLeft:-2.168746,0.4796965,22.92029,0,0,0|ShoulderRight:-3.728971,0.959953,25.58515,0,0,0|ElbowRight:-2.304881,-0.5781037,25.09041,0,0,0|WristRight:-4.079095,0.3069164,24.33371,0,0,0|HandRight:-4.757789,0.1070742,23.66188,0,0,0|HipLeft:-4.968243,-3.571532,23.97322,0,0,0|KneeLeft:-4.922894,-6.604649,23.60207,0,0,0|AnkleLeft:-5.974001,-9.563828,24.2974,0,0,0|FootLeft:-5.284683,-9.811502,23.11683,0,0,0|HipRight:-3.633088,-3.610479,24.69067,0,0,0|KneeRight:-3.05663,-6.322431,24.29299,0,0,0|AnkleRight:-3.343103,-9.418923,24.56841,0,0,0|FootRight:-2.781324,-10.09112,24.11381,0,0,0|SpineShoulder:-5.389133,1.763042,25.47385,0,0,0|HandTipLeft:-1.802197,0.3590228,22.91776,0,0,0|ThumbLeft:-2.27092,0.2833274,23.022,0,0,0|HandTipRight:-5.232864,0.6872981,22.84488,0,0,0|ThumbRight:-4.051877,0.3947072,23.20452,0,0,0|
SpineBase:-4.353339,-3.649544,24.67245,0,0,0|SpineMid:-4.973897,-0.5043005,25.17879,0,0,0|Neck:-5.526147,2.493363,25.54136,0,0,0|Head:-5.06548,3.737455,25.48394,0,0,0|ShoulderLeft:-6.282771,1.186746,23.85458,0,0,0|ElbowLeft:-4.461559,0.970389,22.28796,0,0,0|WristLeft:-2.439531,0.5988486,22.67895,0,0,0|HandLeft:-2.168746,0.4796965,22.92029,0,0,0|ShoulderRight:-3.728971,0.959953,25.58515,0,0,0|ElbowRight:-2.304881,-0.5781037,25.09041,0,0,0|WristRight:-4.079095,0.3069164,24.33371,0,0,0|HandRight:-4.757789,0.1070742,23.66188,0,0,0|HipLeft:-4.968243,-3.571532,23.97322,0,0,0|KneeLeft:-4.922894,-6.604649,23.60207,0,0,0|AnkleLeft:-5.974001,-9.563828,24.2974,0,0,0|FootLeft:-5.284683,-9.811502,23.11683,0,0,0|HipRight:-3.633088,-3.610479,24.69067,0,0,0|KneeRight:-3.05663,-6.322431,24.29299,0,0,0|AnkleRight:-3.343103,-9.418923,24.56841,0,0,0|FootRight:-2.781324,-10.09112,24.11381,0,0,0|SpineShoulder:-5.389133,1.763042,25.47385,0,0,0|HandTipLeft:-1.802197,0.3590228,22.91776,0,0,0|ThumbLeft:-2.27092,0.2833274,23.022,0,0,0|HandTipRight:-5.232864,0.6872981,22.84488,0,0,0|ThumbRight:-4.051877,0.3947072,23.20452,0,0,0|
SpineBase:-4.286851,-3.767275,24.63222,0,0,0|SpineMid:-4.963862,-0.6912199,25.1769,0,0,0|Neck:-5.604004,2.27909,25.60103,0,0,0|Head:-5.07936,3.504518,25.53748,0,0,0|ShoulderLeft:-6.290882,1.145107,23.88215,0,0,0|ElbowLeft:-4.851652,0.4947437,22.31031,0,0,0|WristLeft:-2.836895,-0.05426415,22.55392,0,0,0|HandLeft:-2.563235,-0.4621446,23.00398,0,0,0|ShoulderRight:-3.7045,0.6401528,25.19819,0,0,0|ElbowRight:-2.042956,-0.5796679,25.53755,0,0,0|WristRight:-3.272979,-0.002169329,22.96257,0,0,0|HandRight:-4.390676,0.4396037,22.10103,0,0,0|HipLeft:-4.912118,-3.710858,23.94286,0,0,0|KneeLeft:-4.748431,-6.866964,23.51511,0,0,0|AnkleLeft:-5.799084,-9.52732,24.30908,0,0,0|FootLeft:-5.187788,-9.774031,23.07868,0,0,0|HipRight:-3.538183,-3.73207,24.63472,0,0,0|KneeRight:-2.842734,-6.415969,24.3003,0,0,0|AnkleRight:-3.235265,-9.300417,24.50491,0,0,0|FootRight:-2.656207,-9.548513,23.26802,0,0,0|SpineShoulder:-5.447867,1.547924,25.51651,0,0,0|HandTipLeft:-2.203607,-0.6150773,23.04391,0,0,0|ThumbLeft:-2.661852,-0.724189,23.035,0,0,0|HandTipRight:-4.906221,0.6033566,21.9044,0,0,0|ThumbRight:-4.176889,0.6832225,22.00258,0,0,0|
SpineBase:-4.286851,-3.767275,24.63222,0,0,0|SpineMid:-4.963862,-0.6912199,25.1769,0,0,0|Neck:-5.604004,2.27909,25.60103,0,0,0|Head:-5.07936,3.504518,25.53748,0,0,0|ShoulderLeft:-6.290882,1.145107,23.88215,0,0,0|ElbowLeft:-4.851652,0.4947437,22.31031,0,0,0|WristLeft:-2.836895,-0.05426415,22.55392,0,0,0|HandLeft:-2.563235,-0.4621446,23.00398,0,0,0|ShoulderRight:-3.7045,0.6401528,25.19819,0,0,0|ElbowRight:-2.042956,-0.5796679,25.53755,0,0,0|WristRight:-3.272979,-0.002169329,22.96257,0,0,0|HandRight:-4.390676,0.4396037,22.10103,0,0,0|HipLeft:-4.912118,-3.710858,23.94286,0,0,0|KneeLeft:-4.748431,-6.866964,23.51511,0,0,0|AnkleLeft:-5.799084,-9.52732,24.30908,0,0,0|FootLeft:-5.187788,-9.774031,23.07868,0,0,0|HipRight:-3.538183,-3.73207,24.63472,0,0,0|KneeRight:-2.842734,-6.415969,24.3003,0,0,0|AnkleRight:-3.235265,-9.300417,24.50491,0,0,0|FootRight:-2.656207,-9.548513,23.26802,0,0,0|SpineShoulder:-5.447867,1.547924,25.51651,0,0,0|HandTipLeft:-2.203607,-0.6150773,23.04391,0,0,0|ThumbLeft:-2.661852,-0.724189,23.035,0,0,0|HandTipRight:-4.906221,0.6033566,21.9044,0,0,0|ThumbRight:-4.176889,0.6832225,22.00258,0,0,0|
SpineBase:-4.286851,-3.767275,24.63222,0,0,0|SpineMid:-4.963862,-0.6912199,25.1769,0,0,0|Neck:-5.604004,2.27909,25.60103,0,0,0|Head:-5.07936,3.504518,25.53748,0,0,0|ShoulderLeft:-6.290882,1.145107,23.88215,0,0,0|ElbowLeft:-4.851652,0.4947437,22.31031,0,0,0|WristLeft:-2.836895,-0.05426415,22.55392,0,0,0|HandLeft:-2.563235,-0.4621446,23.00398,0,0,0|ShoulderRight:-3.7045,0.6401528,25.19819,0,0,0|ElbowRight:-2.042956,-0.5796679,25.53755,0,0,0|WristRight:-3.272979,-0.002169329,22.96257,0,0,0|HandRight:-4.390676,0.4396037,22.10103,0,0,0|HipLeft:-4.912118,-3.710858,23.94286,0,0,0|KneeLeft:-4.748431,-6.866964,23.51511,0,0,0|AnkleLeft:-5.799084,-9.52732,24.30908,0,0,0|FootLeft:-5.187788,-9.774031,23.07868,0,0,0|HipRight:-3.538183,-3.73207,24.63472,0,0,0|KneeRight:-2.842734,-6.415969,24.3003,0,0,0|AnkleRight:-3.235265,-9.300417,24.50491,0,0,0|FootRight:-2.656207,-9.548513,23.26802,0,0,0|SpineShoulder:-5.447867,1.547924,25.51651,0,0,0|HandTipLeft:-2.203607,-0.6150773,23.04391,0,0,0|ThumbLeft:-2.661852,-0.724189,23.035,0,0,0|HandTipRight:-4.906221,0.6033566,21.9044,0,0,0|ThumbRight:-4.176889,0.6832225,22.00258,0,0,0|
SpineBase:-4.278638,-3.749881,24.63549,0,0,0|SpineMid:-4.962823,-0.6949742,25.17569,0,0,0|Neck:-5.608673,2.236534,25.58678,0,0,0|Head:-5.079588,3.478012,25.54049,0,0,0|ShoulderLeft:-6.293117,1.087522,23.90683,0,0,0|ElbowLeft:-4.950776,0.3287497,22.2972,0,0,0|WristLeft:-3.086808,-0.4539605,22.95875,0,0,0|HandLeft:-2.819116,-0.7037598,23.23184,0,0,0|ShoulderRight:-3.725427,0.6535789,25.17747,0,0,0|ElbowRight:-2.132643,-0.4535515,25.86332,0,0,0|WristRight:-2.773204,-0.873251,23.40831,0,0,0|HandRight:-2.872444,-0.6775043,23.20816,0,0,0|HipLeft:-4.891793,-3.60401,23.63498,0,0,0|KneeLeft:-4.738847,-6.880426,23.5077,0,0,0|AnkleLeft:-5.726434,-9.53839,24.33438,0,0,0|FootLeft:-5.133065,-9.784729,23.09417,0,0,0|HipRight:-3.493314,-3.682614,24.98821,0,0,0|KneeRight:-2.844713,-6.363555,24.30572,0,0,0|AnkleRight:-3.220318,-9.314257,24.50719,0,0,0|FootRight:-2.658428,-9.561916,23.26072,0,0,0|SpineShoulder:-5.450673,1.518345,25.50695,0,0,0|HandTipLeft:-2.479656,-0.8735085,23.20181,0,0,0|ThumbLeft:-2.954939,-0.8890412,23.24667,0,0,0|HandTipRight:-3.20892,-0.3475894,22.72152,0,0,0|ThumbRight:-2.481208,-0.5321988,22.992,0,0,0|
SpineBase:-4.278638,-3.749881,24.63549,0,0,0|SpineMid:-4.962823,-0.6949742,25.17569,0,0,0|Neck:-5.608673,2.236534,25.58678,0,0,0|Head:-5.079588,3.478012,25.54049,0,0,0|ShoulderLeft:-6.293117,1.087522,23.90683,0,0,0|ElbowLeft:-4.950776,0.3287497,22.2972,0,0,0|WristLeft:-3.086808,-0.4539605,22.95875,0,0,0|HandLeft:-2.819116,-0.7037598,23.23184,0,0,0|ShoulderRight:-3.725427,0.6535789,25.17747,0,0,0|ElbowRight:-2.132643,-0.4535515,25.86332,0,0,0|WristRight:-2.773204,-0.873251,23.40831,0,0,0|HandRight:-2.872444,-0.6775043,23.20816,0,0,0|HipLeft:-4.891793,-3.60401,23.63498,0,0,0|KneeLeft:-4.738847,-6.880426,23.5077,0,0,0|AnkleLeft:-5.726434,-9.53839,24.33438,0,0,0|FootLeft:-5.133065,-9.784729,23.09417,0,0,0|HipRight:-3.493314,-3.682614,24.98821,0,0,0|KneeRight:-2.844713,-6.363555,24.30572,0,0,0|AnkleRight:-3.220318,-9.314257,24.50719,0,0,0|FootRight:-2.658428,-9.561916,23.26072,0,0,0|SpineShoulder:-5.450673,1.518345,25.50695,0,0,0|HandTipLeft:-2.479656,-0.8735085,23.20181,0,0,0|ThumbLeft:-2.954939,-0.8890412,23.24667,0,0,0|HandTipRight:-3.20892,-0.3475894,22.72152,0,0,0|ThumbRight:-2.481208,-0.5321988,22.992,0,0,0|
SpineBase:-4.38866,-3.42376,24.76349,0,0,0|SpineMid:-4.981584,-0.5943038,25.22287,0,0,0|Neck:-5.568386,2.235494,25.6077,0,0,0|Head:-5.077734,3.504639,25.55207,0,0,0|ShoulderLeft:-6.342713,1.076757,23.95616,0,0,0|ElbowLeft:-5.30531,0.3747582,22.10286,0,0,0|WristLeft:-3.225677,-0.5580329,23.43235,0,0,0|HandLeft:-3.274954,-0.5537306,23.96956,0,0,0|ShoulderRight:-3.94004,0.7929876,26.09265,0,0,0|ElbowRight:-2.468544,0.2744109,24.51177,0,0,0|WristRight:-3.559777,1.612253,23.1139,0,0,0|HandRight:-3.758955,1.780313,23.01005,0,0,0|HipLeft:-4.919356,-3.252632,23.77534,0,0,0|KneeLeft:-4.762964,-6.873345,23.5786,0,0,0|AnkleLeft:-5.660986,-9.569424,24.43719,0,0,0|FootLeft:-4.867137,-9.8211,23.34505,0,0,0|HipRight:-3.718285,-3.466474,25.09466,0,0,0|KneeRight:-2.977086,-6.381042,24.3883,0,0,0|AnkleRight:-3.241446,-9.393635,24.54459,0,0,0|FootRight:-2.713163,-10.0972,24.25888,0,0,0|SpineShoulder:-5.425958,1.534286,25.52932,0,0,0|HandTipLeft:-3.190788,-0.5661467,23.90368,0,0,0|ThumbLeft:-3.225694,-0.3946988,23.778,0,0,0|HandTipRight:-4.035801,1.954664,22.92579,0,0,0|ThumbRight:-3.500143,1.775496,22.62,0,0,0|
SpineBase:-4.38866,-3.42376,24.76349,0,0,0|SpineMid:-4.981584,-0.5943038,25.22287,0,0,0|Neck:-5.568386,2.235494,25.6077,0,0,0|Head:-5.077734,3.504639,25.55207,0,0,0|ShoulderLeft:-6.342713,1.076757,23.95616,0,0,0|ElbowLeft:-5.30531,0.3747582,22.10286,0,0,0|WristLeft:-3.225677,-0.5580329,23.43235,0,0,0|HandLeft:-3.274954,-0.5537306,23.96956,0,0,0|ShoulderRight:-3.94004,0.7929876,26.09265,0,0,0|ElbowRight:-2.468544,0.2744109,24.51177,0,0,0|WristRight:-3.559777,1.612253,23.1139,0,0,0|HandRight:-3.758955,1.780313,23.01005,0,0,0|HipLeft:-4.919356,-3.252632,23.77534,0,0,0|KneeLeft:-4.762964,-6.873345,23.5786,0,0,0|AnkleLeft:-5.660986,-9.569424,24.43719,0,0,0|FootLeft:-4.867137,-9.8211,23.34505,0,0,0|HipRight:-3.718285,-3.466474,25.09466,0,0,0|KneeRight:-2.977086,-6.381042,24.3883,0,0,0|AnkleRight:-3.241446,-9.393635,24.54459,0,0,0|FootRight:-2.713163,-10.0972,24.25888,0,0,0|SpineShoulder:-5.425958,1.534286,25.52932,0,0,0|HandTipLeft:-3.190788,-0.5661467,23.90368,0,0,0|ThumbLeft:-3.225694,-0.3946988,23.778,0,0,0|HandTipRight:-4.035801,1.954664,22.92579,0,0,0|ThumbRight:-3.500143,1.775496,22.62,0,0,0|
SpineBase:-4.447245,-3.369272,24.79927,0,0,0|SpineMid:-5.017144,-0.48645,25.25629,0,0,0|Neck:-5.556945,2.352166,25.60952,0,0,0|Head:-5.043502,3.633312,25.58074,0,0,0|ShoulderLeft:-6.329081,1.12812,23.93161,0,0,0|ElbowLeft:-5.311043,0.3757185,22.08801,0,0,0|WristLeft:-3.933496,0.06343804,23.53573,0,0,0|HandLeft:-3.837379,-0.0950585,24.14873,0,0,0|ShoulderRight:-3.939818,0.799872,26.09379,0,0,0|ElbowRight:-2.378459,0.1387316,24.67143,0,0,0|WristRight:-3.088917,1.563097,23.21382,0,0,0|HandRight:-3.133899,1.5571,22.81361,0,0,0|HipLeft:-4.956151,-3.207798,23.81803,0,0,0|KneeLeft:-4.850838,-6.769793,23.67738,0,0,0|AnkleLeft:-5.659838,-9.560266,24.44214,0,0,0|FootLeft:-4.856817,-9.81202,23.35847,0,0,0|HipRight:-3.809793,-3.417748,25.10964,0,0,0|KneeRight:-3.171676,-6.366672,24.45957,0,0,0|AnkleRight:-3.276679,-9.424107,24.58174,0,0,0|FootRight:-2.68628,-10.08805,24.23884,0,0,0|SpineShoulder:-5.427039,1.649385,25.54097,0,0,0|HandTipLeft:-2.91405,0.3581681,24.72728,0,0,0|ThumbLeft:-2.903915,0.4218457,24.5,0,0,0|HandTipRight:-3.302937,1.784699,22.42927,0,0,0|ThumbRight:-2.873825,1.59167,22.4075,0,0,0|
SpineBase:-4.447245,-3.369272,24.79927,0,0,0|SpineMid:-5.017144,-0.48645,25.25629,0,0,0|Neck:-5.556945,2.352166,25.60952,0,0,0|Head:-5.043502,3.633312,25.58074,0,0,0|ShoulderLeft:-6.329081,1.12812,23.93161,0,0,0|ElbowLeft:-5.311043,0.3757185,22.08801,0,0,0|WristLeft:-3.933496,0.06343804,23.53573,0,0,0|HandLeft:-3.837379,-0.0950585,24.14873,0,0,0|ShoulderRight:-3.939818,0.799872,26.09379,0,0,0|ElbowRight:-2.378459,0.1387316,24.67143,0,0,0|WristRight:-3.088917,1.563097,23.21382,0,0,0|HandRight:-3.133899,1.5571,22.81361,0,0,0|HipLeft:-4.956151,-3.207798,23.81803,0,0,0|KneeLeft:-4.850838,-6.769793,23.67738,0,0,0|AnkleLeft:-5.659838,-9.560266,24.44214,0,0,0|FootLeft:-4.856817,-9.81202,23.35847,0,0,0|HipRight:-3.809793,-3.417748,25.10964,0,0,0|KneeRight:-3.171676,-6.366672,24.45957,0,0,0|AnkleRight:-3.276679,-9.424107,24.58174,0,0,0|FootRight:-2.68628,-10.08805,24.23884,0,0,0|SpineShoulder:-5.427039,1.649385,25.54097,0,0,0|HandTipLeft:-2.91405,0.3581681,24.72728,0,0,0|ThumbLeft:-2.903915,0.4218457,24.5,0,0,0|HandTipRight:-3.302937,1.784699,22.42927,0,0,0|ThumbRight:-2.873825,1.59167,22.4075,0,0,0|
SpineBase:-4.584897,-3.297744,24.88542,0,0,0|SpineMid:-5.051916,-0.400136,25.28004,0,0,0|Neck:-5.516837,2.481283,25.58004,0,0,0|Head:-4.981981,3.776298,25.57417,0,0,0|ShoulderLeft:-6.253672,1.461179,23.8597,0,0,0|ElbowLeft:-5.397642,0.5440874,22.00935,0,0,0|WristLeft:-4.087593,0.4543466,23.53947,0,0,0|HandLeft:-3.966085,0.3536016,24.3945,0,0,0|ShoulderRight:-3.939996,0.8214239,26.09153,0,0,0|ElbowRight:-2.364863,0.1066322,24.71477,0,0,0|WristRight:-2.769279,1.328778,22.96616,0,0,0|HandRight:-2.645875,1.345985,22.34144,0,0,0|HipLeft:-5.066226,-3.140345,23.93603,0,0,0|KneeLeft:-4.984306,-6.676565,23.75578,0,0,0|AnkleLeft:-5.684661,-9.560176,24.45343,0,0,0|FootLeft:-4.840856,-9.815149,23.41181,0,0,0|HipRight:-3.981641,-3.353927,25.15817,0,0,0|KneeRight:-3.362427,-6.406298,24.54884,0,0,0|AnkleRight:-3.342077,-9.456099,24.62698,0,0,0|FootRight:-2.687674,-10.06824,24.23375,0,0,0|SpineShoulder:-5.409478,1.762663,25.52847,0,0,0|HandTipLeft:-3.134142,0.5213757,25.00715,0,0,0|ThumbLeft:-2.974291,0.6639567,24.81,0,0,0|HandTipRight:-2.896488,1.536147,22.04428,0,0,0|ThumbRight:-2.335302,1.248301,22.14824,0,0,0|
SpineBase:-4.584897,-3.297744,24.88542,0,0,0|SpineMid:-5.051916,-0.400136,25.28004,0,0,0|Neck:-5.516837,2.481283,25.58004,0,0,0|Head:-4.981981,3.776298,25.57417,0,0,0|ShoulderLeft:-6.253672,1.461179,23.8597,0,0,0|ElbowLeft:-5.397642,0.5440874,22.00935,0,0,0|WristLeft:-4.087593,0.4543466,23.53947,0,0,0|HandLeft:-3.966085,0.3536016,24.3945,0,0,0|ShoulderRight:-3.939996,0.8214239,26.09153,0,0,0|ElbowRight:-2.364863,0.1066322,24.71477,0,0,0|WristRight:-2.769279,1.328778,22.96616,0,0,0|HandRight:-2.645875,1.345985,22.34144,0,0,0|HipLeft:-5.066226,-3.140345,23.93603,0,0,0|KneeLeft:-4.984306,-6.676565,23.75578,0,0,0|AnkleLeft:-5.684661,-9.560176,24.45343,0,0,0|FootLeft:-4.840856,-9.815149,23.41181,0,0,0|HipRight:-3.981641,-3.353927,25.15817,0,0,0|KneeRight:-3.362427,-6.406298,24.54884,0,0,0|AnkleRight:-3.342077,-9.456099,24.62698,0,0,0|FootRight:-2.687674,-10.06824,24.23375,0,0,0|SpineShoulder:-5.409478,1.762663,25.52847,0,0,0|HandTipLeft:-3.134142,0.5213757,25.00715,0,0,0|ThumbLeft:-2.974291,0.6639567,24.81,0,0,0|HandTipRight:-2.896488,1.536147,22.04428,0,0,0|ThumbRight:-2.335302,1.248301,22.14824,0,0,0|
SpineBase:-4.584897,-3.297744,24.88542,0,0,0|SpineMid:-5.051916,-0.400136,25.28004,0,0,0|Neck:-5.516837,2.481283,25.58004,0,0,0|Head:-4.981981,3.776298,25.57417,0,0,0|ShoulderLeft:-6.253672,1.461179,23.8597,0,0,0|ElbowLeft:-5.397642,0.5440874,22.00935,0,0,0|WristLeft:-4.087593,0.4543466,23.53947,0,0,0|HandLeft:-3.966085,0.3536016,24.3945,0,0,0|ShoulderRight:-3.939996,0.8214239,26.09153,0,0,0|ElbowRight:-2.364863,0.1066322,24.71477,0,0,0|WristRight:-2.769279,1.328778,22.96616,0,0,0|HandRight:-2.645875,1.345985,22.34144,0,0,0|HipLeft:-5.066226,-3.140345,23.93603,0,0,0|KneeLeft:-4.984306,-6.676565,23.75578,0,0,0|AnkleLeft:-5.684661,-9.560176,24.45343,0,0,0|FootLeft:-4.840856,-9.815149,23.41181,0,0,0|HipRight:-3.981641,-3.353927,25.15817,0,0,0|KneeRight:-3.362427,-6.406298,24.54884,0,0,0|AnkleRight:-3.342077,-9.456099,24.62698,0,0,0|FootRight:-2.687674,-10.06824,24.23375,0,0,0|SpineShoulder:-5.409478,1.762663,25.52847,0,0,0|HandTipLeft:-3.134142,0.5213757,25.00715,0,0,0|ThumbLeft:-2.974291,0.6639567,24.81,0,0,0|HandTipRight:-2.896488,1.536147,22.04428,0,0,0|ThumbRight:-2.335302,1.248301,22.14824,0,0,0|
SpineBase:-4.82919,-3.231783,25.00598,0,0,0|SpineMid:-5.134187,-0.2559152,25.31444,0,0,0|Neck:-5.453319,2.697078,25.52353,0,0,0|Head:-4.934054,4.000257,25.53627,0,0,0|ShoulderLeft:-6.240263,1.609493,23.86577,0,0,0|ElbowLeft:-5.292802,0.9456527,21.94852,0,0,0|WristLeft:-3.553222,0.6213697,22.99346,0,0,0|HandLeft:-2.806285,0.8180631,22.79085,0,0,0|ShoulderRight:-3.806214,1.073412,25.61802,0,0,0|ElbowRight:-2.303968,-0.4135716,25.24724,0,0,0|WristRight:-2.478616,0.43136,23.12858,0,0,0|HandRight:-2.25743,0.4827737,22.29107,0,0,0|HipLeft:-5.386655,-3.085935,24.15668,0,0,0|KneeLeft:-5.350559,-5.952248,23.90845,0,0,0|AnkleLeft:-5.872227,-9.552039,24.51103,0,0,0|FootLeft:-5.147575,-9.811447,23.36163,0,0,0|HipRight:-4.149347,-3.291993,25.19243,0,0,0|KneeRight:-3.660572,-6.482594,24.71502,0,0,0|AnkleRight:-3.565012,-9.259972,24.71947,0,0,0|FootRight:-2.794756,-9.954658,24.24837,0,0,0|SpineShoulder:-5.383141,1.96117,25.49627,0,0,0|HandTipLeft:-2.269235,0.7560781,22.50745,0,0,0|ThumbLeft:-2.424242,0.6568208,22.24833,0,0,0|HandTipRight:-2.345756,0.4353847,22.07243,0,0,0|ThumbRight:-1.974575,0.4717973,22.09929,0,0,0|
SpineBase:-4.82919,-3.231783,25.00598,0,0,0|SpineMid:-5.134187,-0.2559152,25.31444,0,0,0|Neck:-5.453319,2.697078,25.52353,0,0,0|Head:-4.934054,4.000257,25.53627,0,0,0|ShoulderLeft:-6.240263,1.609493,23.86577,0,0,0|ElbowLeft:-5.292802,0.9456527,21.94852,0,0,0|WristLeft:-3.553222,0.6213697,22.99346,0,0,0|HandLeft:-2.806285,0.8180631,22.79085,0,0,0|ShoulderRight:-3.806214,1.073412,25.61802,0,0,0|ElbowRight:-2.303968,-0.4135716,25.24724,0,0,0|WristRight:-2.478616,0.43136,23.12858,0,0,0|HandRight:-2.25743,0.4827737,22.29107,0,0,0|HipLeft:-5.386655,-3.085935,24.15668,0,0,0|KneeLeft:-5.350559,-5.952248,23.90845,0,0,0|AnkleLeft:-5.872227,-9.552039,24.51103,0,0,0|FootLeft:-5.147575,-9.811447,23.36163,0,0,0|HipRight:-4.149347,-3.291993,25.19243,0,0,0|KneeRight:-3.660572,-6.482594,24.71502,0,0,0|AnkleRight:-3.565012,-9.259972,24.71947,0,0,0|FootRight:-2.794756,-9.954658,24.24837,0,0,0|SpineShoulder:-5.383141,1.96117,25.49627,0,0,0|HandTipLeft:-2.269235,0.7560781,22.50745,0,0,0|ThumbLeft:-2.424242,0.6568208,22.24833,0,0,0|HandTipRight:-2.345756,0.4353847,22.07243,0,0,0|ThumbRight:-1.974575,0.4717973,22.09929,0,0,0|
SpineBase:-4.945925,-3.176658,25.02512,0,0,0|SpineMid:-5.185067,-0.1943155,25.31332,0,0,0|Neck:-5.447454,2.746126,25.5011,0,0,0|Head:-4.943119,4.062361,25.50015,0,0,0|ShoulderLeft:-6.287113,2.016011,23.83714,0,0,0|ElbowLeft:-5.231723,1.089095,22.1006,0,0,0|WristLeft:-3.1196,1.124275,22.17664,0,0,0|HandLeft:-2.502011,0.3552737,22.64067,0,0,0|ShoulderRight:-3.804189,1.081007,25.59972,0,0,0|ElbowRight:-2.249585,-0.3650758,25.36044,0,0,0|WristRight:-2.476241,0.4586966,23.13794,0,0,0|HandRight:-2.533934,0.1382172,22.50829,0,0,0|HipLeft:-5.491957,-3.034619,24.18656,0,0,0|KneeLeft:-5.453436,-5.942336,23.96475,0,0,0|AnkleLeft:-5.974592,-9.504936,24.55537,0,0,0|FootLeft:-5.62757,-10.30174,24.30259,0,0,0|HipRight:-4.268145,-3.23427,25.19006,0,0,0|KneeRight:-3.768824,-6.504358,24.78329,0,0,0|AnkleRight:-3.577854,-9.286206,24.76025,0,0,0|FootRight:-2.811288,-9.935972,24.27825,0,0,0|SpineShoulder:-5.387908,2.014038,25.47801,0,0,0|HandTipLeft:-2.294107,0.3609864,22.75251,0,0,0|ThumbLeft:-2.613869,0.3232657,22.308,0,0,0|HandTipRight:-2.568325,0.07349144,22.27545,0,0,0|ThumbRight:-2.234421,0.09423576,22.25462,0,0,0|
